,datetime_session,user_id,session_number,pageviews,datetime_first_engagement,is_conversion,pageviews_cumsum
20956,2016-09-02 16:04:00,e8ac42df-1a68-4932-8e39-ea07b5109d30,1,10,2016-09-03 20:09:34,False,10
20957,2016-09-03 19:07:34,e8ac42df-1a68-4932-8e39-ea07b5109d30,2,11,2016-09-03 20:09:34,True,21
20960,2016-09-03 01:01:13,38ce88e0-ab76-47f9-bf5e-991abbd29fe8,1,6,2016-09-12 21:52:57,False,6
20961,2016-09-05 09:09:37,38ce88e0-ab76-47f9-bf5e-991abbd29fe8,2,5,2016-09-12 21:52:57,False,11
20962,2016-09-09 00:12:16,38ce88e0-ab76-47f9-bf5e-991abbd29fe8,3,8,2016-09-12 21:52:57,False,19
20963,2016-09-12 21:09:57,38ce88e0-ab76-47f9-bf5e-991abbd29fe8,4,1,2016-09-12 21:52:57,True,20
20965,2016-09-03 00:12:16,ab1350c5-6e1d-43f8-a418-fdbfb65f6875,1,7,2016-09-09 22:57:59,False,7
20966,2016-09-05 07:07:48,ab1350c5-6e1d-43f8-a418-fdbfb65f6875,2,2,2016-09-09 22:57:59,False,9
20967,2016-09-08 01:01:07,ab1350c5-6e1d-43f8-a418-fdbfb65f6875,3,6,2016-09-09 22:57:59,False,15
20968,2016-09-09 22:10:59,ab1350c5-6e1d-43f8-a418-fdbfb65f6875,4,8,2016-09-09 22:57:59,True,23
20973,2016-09-02 02:02:00,e272dcdd-41dc-403a-b25d-719dd83a0847,1,1,2016-09-11 03:16:59,False,1
20974,2016-09-04 20:08:29,e272dcdd-41dc-403a-b25d-719dd83a0847,2,2,2016-09-11 03:16:59,False,3
20975,2016-09-07 06:06:50,e272dcdd-41dc-403a-b25d-719dd83a0847,3,2,2016-09-11 03:16:59,False,5
20976,2016-09-11 03:03:59,e272dcdd-41dc-403a-b25d-719dd83a0847,4,10,2016-09-11 03:16:59,True,15
20978,2016-09-03 15:03:31,adb57f2f-508b-43e2-bce0-c8503305d69c,1,10,2016-09-05 06:43:05,False,10
20979,2016-09-05 06:06:05,adb57f2f-508b-43e2-bce0-c8503305d69c,2,6,2016-09-05 06:43:05,True,16
20986,2016-09-04 22:10:35,5fdb6e48-4daf-4a99-bcb7-8f05150ab50f,1,1,2016-09-20 05:32:39,False,1
20987,2016-09-08 13:01:33,5fdb6e48-4daf-4a99-bcb7-8f05150ab50f,2,3,2016-09-20 05:32:39,False,4
20988,2016-09-11 00:12:02,5fdb6e48-4daf-4a99-bcb7-8f05150ab50f,3,2,2016-09-20 05:32:39,False,6
20989,2016-09-14 11:11:48,5fdb6e48-4daf-4a99-bcb7-8f05150ab50f,4,9,2016-09-20 05:32:39,False,15
20990,2016-09-18 07:07:36,5fdb6e48-4daf-4a99-bcb7-8f05150ab50f,5,2,2016-09-20 05:32:39,False,17
20991,2016-09-20 05:05:39,5fdb6e48-4daf-4a99-bcb7-8f05150ab50f,6,5,2016-09-20 05:32:39,True,22
20992,2016-09-03 05:05:51,03e61cc5-731f-4f83-aca0-10872d22a1c0,1,4,2016-09-04 08:22:14,False,4
20993,2016-09-04 08:08:14,03e61cc5-731f-4f83-aca0-10872d22a1c0,2,6,2016-09-04 08:22:14,True,10
21002,2016-09-04 05:05:41,47df9b0e-be74-4277-a7a1-b3251e9b53ff,1,2,2016-09-14 06:13:04,False,2
21003,2016-09-06 19:07:46,47df9b0e-be74-4277-a7a1-b3251e9b53ff,2,6,2016-09-14 06:13:04,False,8
21004,2016-09-10 18:06:29,47df9b0e-be74-4277-a7a1-b3251e9b53ff,3,1,2016-09-14 06:13:04,False,9
21005,2016-09-13 04:04:06,47df9b0e-be74-4277-a7a1-b3251e9b53ff,4,9,2016-09-14 06:13:04,False,18
21006,2016-09-14 06:06:04,47df9b0e-be74-4277-a7a1-b3251e9b53ff,5,1,2016-09-14 06:13:04,True,19
21007,2016-09-04 07:07:06,caefbb35-e1c8-4268-81e2-34dc22a8f2bf,1,1,2016-09-09 19:09:03,False,1
21008,2016-09-06 00:12:02,caefbb35-e1c8-4268-81e2-34dc22a8f2bf,2,9,2016-09-09 19:09:03,False,10
21009,2016-09-09 18:06:03,caefbb35-e1c8-4268-81e2-34dc22a8f2bf,3,5,2016-09-09 19:09:03,True,15
21027,2016-09-02 09:09:32,f9dd22e6-8970-447e-a620-8095bff97c20,1,2,2016-09-12 10:43:27,False,2
21028,2016-09-03 23:11:37,f9dd22e6-8970-447e-a620-8095bff97c20,2,10,2016-09-12 10:43:27,False,12
21029,2016-09-07 00:12:54,f9dd22e6-8970-447e-a620-8095bff97c20,3,1,2016-09-12 10:43:27,False,13
21030,2016-09-09 17:05:00,f9dd22e6-8970-447e-a620-8095bff97c20,4,8,2016-09-12 10:43:27,False,21
21031,2016-09-12 10:10:27,f9dd22e6-8970-447e-a620-8095bff97c20,5,5,2016-09-12 10:43:27,True,26
21035,2016-09-04 13:01:21,855bc14b-17df-471b-b8e9-cc86facdbb68,1,13,2016-09-06 21:19:12,False,13
21036,2016-09-06 21:09:12,855bc14b-17df-471b-b8e9-cc86facdbb68,2,6,2016-09-06 21:19:12,True,19
21038,2016-09-02 18:06:51,50cac849-147f-4ed6-aa3e-34e3b2a96984,1,5,2016-09-17 17:12:02,False,5
21039,2016-09-05 18:06:20,50cac849-147f-4ed6-aa3e-34e3b2a96984,2,4,2016-09-17 17:12:02,False,9
21040,2016-09-09 11:11:58,50cac849-147f-4ed6-aa3e-34e3b2a96984,3,4,2016-09-17 17:12:02,False,13
21041,2016-09-12 13:01:53,50cac849-147f-4ed6-aa3e-34e3b2a96984,4,7,2016-09-17 17:12:02,False,20
21042,2016-09-13 17:05:20,50cac849-147f-4ed6-aa3e-34e3b2a96984,5,4,2016-09-17 17:12:02,False,24
21043,2016-09-17 16:04:02,50cac849-147f-4ed6-aa3e-34e3b2a96984,6,3,2016-09-17 17:12:02,True,27
21048,2016-09-03 22:10:39,e12f1452-d4c4-4018-a0b8-8798f4556bcc,1,15,2016-09-07 15:45:43,False,15
21049,2016-09-07 15:03:43,e12f1452-d4c4-4018-a0b8-8798f4556bcc,2,5,2016-09-07 15:45:43,True,20
21059,2016-09-02 21:09:19,39b1ffd4-d323-42b0-929c-dbb164cc60a5,1,2,2016-09-11 17:58:27,False,2
21060,2016-09-06 00:12:22,39b1ffd4-d323-42b0-929c-dbb164cc60a5,2,6,2016-09-11 17:58:27,False,8
21061,2016-09-09 12:12:12,39b1ffd4-d323-42b0-929c-dbb164cc60a5,3,8,2016-09-11 17:58:27,False,16
21062,2016-09-11 17:05:27,39b1ffd4-d323-42b0-929c-dbb164cc60a5,4,4,2016-09-11 17:58:27,True,20
21067,2016-09-03 10:10:03,270ca287-d846-4ae4-a970-4665a34109bf,1,36,2016-09-03 10:22:03,True,36
21077,2016-09-03 20:08:23,b3c08548-2be2-4fca-a870-67bc7525b8f5,1,1,2016-09-07 10:55:35,False,1
21078,2016-09-07 10:10:35,b3c08548-2be2-4fca-a870-67bc7525b8f5,2,9,2016-09-07 10:55:35,True,10
21088,2016-09-02 23:11:51,ea2966ab-9034-4cd9-b949-84877da62fb5,1,5,2016-09-04 22:48:59,False,5
21089,2016-09-04 22:10:59,ea2966ab-9034-4cd9-b949-84877da62fb5,2,13,2016-09-04 22:48:59,True,18
21093,2016-09-04 09:09:11,b3bb3a19-11ce-406d-937f-33f79449829b,1,4,2016-09-14 02:09:59,False,4
21094,2016-09-06 06:06:18,b3bb3a19-11ce-406d-937f-33f79449829b,2,3,2016-09-14 02:09:59,False,7
21095,2016-09-09 06:06:18,b3bb3a19-11ce-406d-937f-33f79449829b,3,1,2016-09-14 02:09:59,False,8
21096,2016-09-12 11:11:50,b3bb3a19-11ce-406d-937f-33f79449829b,4,5,2016-09-14 02:09:59,False,13
21097,2016-09-14 01:01:59,b3bb3a19-11ce-406d-937f-33f79449829b,5,1,2016-09-14 02:09:59,True,14
21102,2016-09-03 10:10:39,3e9417bf-595e-4452-9c1d-95476c0b2ed5,1,2,2016-09-07 05:43:24,False,2
21103,2016-09-07 05:05:24,3e9417bf-595e-4452-9c1d-95476c0b2ed5,2,12,2016-09-07 05:43:24,True,14
21112,2016-09-04 07:07:44,3c8aadfb-5d3d-4219-b391-b48beb8eb258,1,6,2016-09-19 10:34:25,False,6
21113,2016-09-07 18:06:33,3c8aadfb-5d3d-4219-b391-b48beb8eb258,2,2,2016-09-19 10:34:25,False,8
21114,2016-09-11 05:05:03,3c8aadfb-5d3d-4219-b391-b48beb8eb258,3,1,2016-09-19 10:34:25,False,9
21115,2016-09-14 14:02:29,3c8aadfb-5d3d-4219-b391-b48beb8eb258,4,7,2016-09-19 10:34:25,False,16
21116,2016-09-18 08:08:25,3c8aadfb-5d3d-4219-b391-b48beb8eb258,5,3,2016-09-19 10:34:25,False,19
21117,2016-09-19 10:10:25,3c8aadfb-5d3d-4219-b391-b48beb8eb258,6,1,2016-09-19 10:34:25,True,20
21119,2016-09-03 16:04:37,0f8aa7b7-4de2-4bac-bd0e-3b76cc77c563,1,11,2016-09-06 04:59:27,False,11
21120,2016-09-05 02:02:43,0f8aa7b7-4de2-4bac-bd0e-3b76cc77c563,2,1,2016-09-06 04:59:27,False,12
21121,2016-09-06 04:04:27,0f8aa7b7-4de2-4bac-bd0e-3b76cc77c563,3,6,2016-09-06 04:59:27,True,18
21129,2016-09-04 21:09:21,a4830483-5438-4382-bb15-157cb81ed589,1,17,2016-09-13 16:02:25,False,17
21130,2016-09-06 18:06:27,a4830483-5438-4382-bb15-157cb81ed589,2,2,2016-09-13 16:02:25,False,19
21131,2016-09-10 05:05:12,a4830483-5438-4382-bb15-157cb81ed589,3,6,2016-09-13 16:02:25,False,25
21132,2016-09-13 15:03:25,a4830483-5438-4382-bb15-157cb81ed589,4,4,2016-09-13 16:02:25,True,29
21134,2016-09-04 00:12:25,35a752f9-5f3d-48e0-8fbd-e990695566ea,1,13,2016-09-05 01:44:43,False,13
21135,2016-09-05 01:01:43,35a752f9-5f3d-48e0-8fbd-e990695566ea,2,1,2016-09-05 01:44:43,True,14
21143,2016-09-02 16:04:46,de57f695-aa57-40d1-a265-9759b13550e5,1,8,2016-09-09 22:49:22,False,8
21144,2016-09-06 01:01:07,de57f695-aa57-40d1-a265-9759b13550e5,2,7,2016-09-09 22:49:22,False,15
21145,2016-09-09 22:10:22,de57f695-aa57-40d1-a265-9759b13550e5,3,1,2016-09-09 22:49:22,True,16
21152,2016-09-04 01:01:56,d847b3cb-23c2-462e-a79d-ef997e105a5b,1,1,2016-09-19 12:10:32,False,1
21153,2016-09-06 07:07:22,d847b3cb-23c2-462e-a79d-ef997e105a5b,2,2,2016-09-19 12:10:32,False,3
21154,2016-09-09 18:06:19,d847b3cb-23c2-462e-a79d-ef997e105a5b,3,2,2016-09-19 12:10:32,False,5
21155,2016-09-13 15:03:01,d847b3cb-23c2-462e-a79d-ef997e105a5b,4,1,2016-09-19 12:10:32,False,6
21156,2016-09-15 17:05:11,d847b3cb-23c2-462e-a79d-ef997e105a5b,5,6,2016-09-19 12:10:32,True,12
21159,2016-09-02 06:06:02,4b88d2c6-2f8d-4cf0-b026-c9af672cc8c8,1,8,2016-09-06 01:07:31,False,8
21160,2016-09-06 01:01:31,4b88d2c6-2f8d-4cf0-b026-c9af672cc8c8,2,15,2016-09-06 01:07:31,True,23
21171,2016-09-04 02:02:05,6d2e8cd7-7dbc-4f89-ab43-7d4e48817342,1,2,2016-09-11 20:38:08,False,2
21172,2016-09-08 02:02:52,6d2e8cd7-7dbc-4f89-ab43-7d4e48817342,2,9,2016-09-11 20:38:08,False,11
21173,2016-09-11 20:08:08,6d2e8cd7-7dbc-4f89-ab43-7d4e48817342,3,14,2016-09-11 20:38:08,True,25
21179,2016-09-02 23:11:19,4c7b3ad7-fce2-439a-8c5b-2fcf9ef17530,1,4,2016-09-12 04:10:40,False,4
21180,2016-09-06 05:05:43,4c7b3ad7-fce2-439a-8c5b-2fcf9ef17530,2,4,2016-09-12 04:10:40,False,8
21181,2016-09-09 00:12:39,4c7b3ad7-fce2-439a-8c5b-2fcf9ef17530,3,2,2016-09-12 04:10:40,False,10
21182,2016-09-12 03:03:40,4c7b3ad7-fce2-439a-8c5b-2fcf9ef17530,4,14,2016-09-12 04:10:40,True,24
21189,2016-09-02 03:03:19,f2cdfec7-56e8-48c6-a27b-555d46f7fc85,1,8,2016-09-10 14:14:46,False,8
21190,2016-09-05 01:01:11,f2cdfec7-56e8-48c6-a27b-555d46f7fc85,2,1,2016-09-10 14:14:46,False,9
21191,2016-09-06 15:03:30,f2cdfec7-56e8-48c6-a27b-555d46f7fc85,3,1,2016-09-10 14:14:46,False,10
21192,2016-09-10 13:01:46,f2cdfec7-56e8-48c6-a27b-555d46f7fc85,4,2,2016-09-10 14:14:46,True,12
21197,2016-09-04 17:05:59,c1ab99f9-2e62-4add-b814-cd82aef1d3be,1,2,2016-09-12 14:12:27,False,2
21198,2016-09-08 13:01:01,c1ab99f9-2e62-4add-b814-cd82aef1d3be,2,2,2016-09-12 14:12:27,False,4
21199,2016-09-12 13:01:27,c1ab99f9-2e62-4add-b814-cd82aef1d3be,3,11,2016-09-12 14:12:27,True,15
21203,2016-09-04 10:10:20,6622b381-c985-4b7f-ab8a-c9735d32f212,1,1,2016-09-14 17:15:49,False,1
21204,2016-09-08 04:04:55,6622b381-c985-4b7f-ab8a-c9735d32f212,2,7,2016-09-14 17:15:49,False,8
21205,2016-09-10 04:04:45,6622b381-c985-4b7f-ab8a-c9735d32f212,3,4,2016-09-14 17:15:49,False,12
21206,2016-09-12 18:06:17,6622b381-c985-4b7f-ab8a-c9735d32f212,4,4,2016-09-14 17:15:49,False,16
21207,2016-09-14 17:05:49,6622b381-c985-4b7f-ab8a-c9735d32f212,5,5,2016-09-14 17:15:49,True,21
21212,2016-09-04 22:10:45,c005f310-c040-4662-9539-6ff497744947,1,1,2016-09-21 04:15:41,False,1
21213,2016-09-07 17:05:30,c005f310-c040-4662-9539-6ff497744947,2,2,2016-09-21 04:15:41,False,3
21214,2016-09-11 10:10:08,c005f310-c040-4662-9539-6ff497744947,3,1,2016-09-21 04:15:41,False,4
21215,2016-09-14 05:05:24,c005f310-c040-4662-9539-6ff497744947,4,4,2016-09-21 04:15:41,False,8
21216,2016-09-16 19:07:55,c005f310-c040-4662-9539-6ff497744947,5,2,2016-09-21 04:15:41,False,10
21217,2016-09-19 03:03:38,c005f310-c040-4662-9539-6ff497744947,6,6,2016-09-21 04:15:41,False,16
21218,2016-09-21 04:04:41,c005f310-c040-4662-9539-6ff497744947,7,9,2016-09-21 04:15:41,True,25
21223,2016-09-04 01:01:17,d41e1a99-18b4-422c-9227-aac008c00938,1,5,2016-09-13 16:03:29,False,5
21224,2016-09-07 07:07:32,d41e1a99-18b4-422c-9227-aac008c00938,2,2,2016-09-13 16:03:29,False,7
21225,2016-09-10 08:08:00,d41e1a99-18b4-422c-9227-aac008c00938,3,3,2016-09-13 16:03:29,False,10
21226,2016-09-13 15:03:29,d41e1a99-18b4-422c-9227-aac008c00938,4,8,2016-09-13 16:03:29,True,18
21232,2016-09-03 02:02:16,bf72cf73-22f0-4e49-8c3c-6a107c3ae60a,1,6,2016-09-09 11:55:00,False,6
21233,2016-09-05 04:04:49,bf72cf73-22f0-4e49-8c3c-6a107c3ae60a,2,1,2016-09-09 11:55:00,False,7
21234,2016-09-07 01:01:07,bf72cf73-22f0-4e49-8c3c-6a107c3ae60a,3,7,2016-09-09 11:55:00,False,14
21235,2016-09-09 11:11:00,bf72cf73-22f0-4e49-8c3c-6a107c3ae60a,4,6,2016-09-09 11:55:00,True,20
21236,2016-09-03 00:12:10,d63a7378-b962-4687-b4b3-9bcbcf9c1236,1,1,2016-09-10 01:45:06,False,1
21237,2016-09-06 19:07:19,d63a7378-b962-4687-b4b3-9bcbcf9c1236,2,5,2016-09-10 01:45:06,False,6
21238,2016-09-10 01:01:06,d63a7378-b962-4687-b4b3-9bcbcf9c1236,3,4,2016-09-10 01:45:06,True,10
21242,2016-09-03 23:11:16,065c7b9d-a756-42c5-9ae5-37e0c48ea726,1,7,2016-09-11 21:09:04,False,7
21243,2016-09-07 00:12:11,065c7b9d-a756-42c5-9ae5-37e0c48ea726,2,12,2016-09-11 21:09:04,False,19
21244,2016-09-10 14:02:44,065c7b9d-a756-42c5-9ae5-37e0c48ea726,3,15,2016-09-11 21:09:04,False,34
21245,2016-09-11 21:09:04,065c7b9d-a756-42c5-9ae5-37e0c48ea726,4,5,2016-09-11 21:09:04,True,39
21251,2016-09-02 16:04:41,39c9265c-1f5a-47a6-8c9c-7591fd6db1ea,1,9,2016-09-17 21:32:16,False,9
21252,2016-09-04 14:02:10,39c9265c-1f5a-47a6-8c9c-7591fd6db1ea,2,2,2016-09-17 21:32:16,False,11
21253,2016-09-07 02:02:49,39c9265c-1f5a-47a6-8c9c-7591fd6db1ea,3,1,2016-09-17 21:32:16,False,12
21254,2016-09-10 07:07:36,39c9265c-1f5a-47a6-8c9c-7591fd6db1ea,4,3,2016-09-17 21:32:16,False,15
21255,2016-09-12 20:08:46,39c9265c-1f5a-47a6-8c9c-7591fd6db1ea,5,3,2016-09-17 21:32:16,False,18
21256,2016-09-14 14:02:22,39c9265c-1f5a-47a6-8c9c-7591fd6db1ea,6,1,2016-09-17 21:32:16,False,19
21257,2016-09-17 21:09:16,39c9265c-1f5a-47a6-8c9c-7591fd6db1ea,7,1,2016-09-17 21:32:16,True,20
21261,2016-09-04 09:09:26,1350da8e-b56a-4c34-ae7f-14f6f9e39bcc,1,4,2016-09-10 23:35:32,False,4
21262,2016-09-06 07:07:22,1350da8e-b56a-4c34-ae7f-14f6f9e39bcc,2,7,2016-09-10 23:35:32,False,11
21263,2016-09-07 10:10:27,1350da8e-b56a-4c34-ae7f-14f6f9e39bcc,3,9,2016-09-10 23:35:32,False,20
21264,2016-09-10 23:11:32,1350da8e-b56a-4c34-ae7f-14f6f9e39bcc,4,2,2016-09-10 23:35:32,True,22
21270,2016-09-04 00:12:54,d7f5a540-ffdf-4d95-b3f7-4402f63a9a12,1,10,2016-09-07 15:41:24,False,10
21271,2016-09-07 15:03:24,d7f5a540-ffdf-4d95-b3f7-4402f63a9a12,2,9,2016-09-07 15:41:24,True,19
21276,2016-09-02 08:08:56,5573894c-c500-4701-86b2-a8c05330a26a,1,1,2016-09-02 08:51:56,True,1
21292,2016-09-04 19:07:09,7096cf0d-7d54-4a84-ae1b-0455469f8acc,1,8,2016-09-09 12:52:35,False,8
21293,2016-09-07 01:01:11,7096cf0d-7d54-4a84-ae1b-0455469f8acc,2,1,2016-09-09 12:52:35,False,9
21294,2016-09-09 12:12:35,7096cf0d-7d54-4a84-ae1b-0455469f8acc,3,11,2016-09-09 12:52:35,True,20
21302,2016-09-02 09:09:39,748007f9-287d-49b3-aa02-b259de37aff4,1,3,2016-09-13 02:56:06,False,3
21303,2016-09-06 04:04:11,748007f9-287d-49b3-aa02-b259de37aff4,2,1,2016-09-13 02:56:06,False,4
21304,2016-09-09 05:05:40,748007f9-287d-49b3-aa02-b259de37aff4,3,5,2016-09-13 02:56:06,False,9
21305,2016-09-13 02:02:06,748007f9-287d-49b3-aa02-b259de37aff4,4,4,2016-09-13 02:56:06,True,13
21312,2016-09-03 05:05:02,f9b9540e-3b76-4d89-b0b6-16ac85ec207d,1,4,2016-09-07 10:32:45,False,4
21313,2016-09-05 06:06:25,f9b9540e-3b76-4d89-b0b6-16ac85ec207d,2,8,2016-09-07 10:32:45,False,12
21314,2016-09-07 10:10:45,f9b9540e-3b76-4d89-b0b6-16ac85ec207d,3,4,2016-09-07 10:32:45,True,16
21318,2016-09-03 11:11:16,46be84b0-f9a2-4ae1-bebf-92b171dd5908,1,2,2016-09-12 04:26:45,False,2
21319,2016-09-07 11:11:58,46be84b0-f9a2-4ae1-bebf-92b171dd5908,2,15,2016-09-12 04:26:45,False,17
21320,2016-09-09 21:09:29,46be84b0-f9a2-4ae1-bebf-92b171dd5908,3,2,2016-09-12 04:26:45,False,19
21321,2016-09-12 04:04:45,46be84b0-f9a2-4ae1-bebf-92b171dd5908,4,2,2016-09-12 04:26:45,True,21
21328,2016-09-03 14:02:56,0466296f-dd74-4aeb-b29c-6d9bed2381d7,1,5,2016-09-13 16:07:37,False,5
21329,2016-09-05 19:07:35,0466296f-dd74-4aeb-b29c-6d9bed2381d7,2,14,2016-09-13 16:07:37,False,19
21330,2016-09-09 05:05:56,0466296f-dd74-4aeb-b29c-6d9bed2381d7,3,2,2016-09-13 16:07:37,False,21
21331,2016-09-11 06:06:12,0466296f-dd74-4aeb-b29c-6d9bed2381d7,4,4,2016-09-13 16:07:37,False,25
21332,2016-09-13 15:03:37,0466296f-dd74-4aeb-b29c-6d9bed2381d7,5,1,2016-09-13 16:07:37,True,26
21337,2016-09-03 23:11:42,fbdc3890-8cfa-43fd-af0b-8fc9a701295b,1,12,2016-09-06 16:16:47,False,12
21338,2016-09-06 16:04:47,fbdc3890-8cfa-43fd-af0b-8fc9a701295b,2,9,2016-09-06 16:16:47,True,21
21348,2016-09-04 14:02:32,0de1c74b-bbb7-40f1-abd1-fb7c10d3321a,1,5,2016-09-12 01:35:08,False,5
21349,2016-09-08 03:03:18,0de1c74b-bbb7-40f1-abd1-fb7c10d3321a,2,4,2016-09-12 01:35:08,False,9
21350,2016-09-12 01:01:08,0de1c74b-bbb7-40f1-abd1-fb7c10d3321a,3,11,2016-09-12 01:35:08,True,20
21357,2016-09-04 05:05:46,cf44428a-30ff-447c-a4d3-b0fc06e56f43,1,1,2016-09-14 20:21:27,False,1
21358,2016-09-06 07:07:11,cf44428a-30ff-447c-a4d3-b0fc06e56f43,2,1,2016-09-14 20:21:27,False,2
21359,2016-09-07 21:09:31,cf44428a-30ff-447c-a4d3-b0fc06e56f43,3,2,2016-09-14 20:21:27,False,4
21360,2016-09-10 10:10:44,cf44428a-30ff-447c-a4d3-b0fc06e56f43,4,2,2016-09-14 20:21:27,False,6
21361,2016-09-12 04:04:59,cf44428a-30ff-447c-a4d3-b0fc06e56f43,5,10,2016-09-14 20:21:27,False,16
21362,2016-09-14 20:08:27,cf44428a-30ff-447c-a4d3-b0fc06e56f43,6,7,2016-09-14 20:21:27,True,23
21365,2016-09-04 19:07:34,be9e6ed5-25b4-4e6f-9fcb-c071ec170ab6,1,1,2016-09-12 15:45:45,False,1
21366,2016-09-07 00:12:13,be9e6ed5-25b4-4e6f-9fcb-c071ec170ab6,2,4,2016-09-12 15:45:45,False,5
21367,2016-09-08 17:05:54,be9e6ed5-25b4-4e6f-9fcb-c071ec170ab6,3,7,2016-09-12 15:45:45,False,12
21368,2016-09-12 15:03:45,be9e6ed5-25b4-4e6f-9fcb-c071ec170ab6,4,1,2016-09-12 15:45:45,True,13
21375,2016-09-04 04:04:06,99a99a78-6e9e-4393-abcb-b56d1f356c8e,1,4,2016-09-12 18:05:07,False,4
21376,2016-09-06 15:03:48,99a99a78-6e9e-4393-abcb-b56d1f356c8e,2,1,2016-09-12 18:05:07,False,5
21377,2016-09-08 22:10:46,99a99a78-6e9e-4393-abcb-b56d1f356c8e,3,1,2016-09-12 18:05:07,False,6
21378,2016-09-12 17:05:07,99a99a78-6e9e-4393-abcb-b56d1f356c8e,4,13,2016-09-12 18:05:07,True,19
21385,2016-09-04 18:06:40,ba4c96b1-16d2-45fb-b9d2-87d12ac50a18,1,3,2016-09-12 11:47:42,False,3
21386,2016-09-08 15:03:52,ba4c96b1-16d2-45fb-b9d2-87d12ac50a18,2,6,2016-09-12 11:47:42,False,9
21387,2016-09-10 08:08:49,ba4c96b1-16d2-45fb-b9d2-87d12ac50a18,3,3,2016-09-12 11:47:42,False,12
21388,2016-09-12 11:11:42,ba4c96b1-16d2-45fb-b9d2-87d12ac50a18,4,9,2016-09-12 11:47:42,True,21
21389,2016-09-04 00:12:46,410511ee-1d7e-494e-905c-602e9f5b1e39,1,21,2016-09-05 19:22:10,False,21
21390,2016-09-05 19:07:10,410511ee-1d7e-494e-905c-602e9f5b1e39,2,10,2016-09-05 19:22:10,True,31
21396,2016-09-03 19:07:44,1c436a21-b3f8-40e4-b2f9-ae8ccb312d28,1,1,2016-09-13 02:48:02,False,1
21397,2016-09-05 05:05:19,1c436a21-b3f8-40e4-b2f9-ae8ccb312d28,2,1,2016-09-13 02:48:02,False,2
21398,2016-09-08 20:08:22,1c436a21-b3f8-40e4-b2f9-ae8ccb312d28,3,7,2016-09-13 02:48:02,False,9
21399,2016-09-10 05:05:52,1c436a21-b3f8-40e4-b2f9-ae8ccb312d28,4,6,2016-09-13 02:48:02,False,15
21400,2016-09-12 01:01:23,1c436a21-b3f8-40e4-b2f9-ae8ccb312d28,5,1,2016-09-13 02:48:02,False,16
21401,2016-09-13 02:02:02,1c436a21-b3f8-40e4-b2f9-ae8ccb312d28,6,5,2016-09-13 02:48:02,True,21
21402,2016-09-03 21:09:41,d09c563b-a7ee-4b53-bfb0-e213e1be1a24,1,7,2016-09-05 04:03:20,False,7
21403,2016-09-05 03:03:20,d09c563b-a7ee-4b53-bfb0-e213e1be1a24,2,7,2016-09-05 04:03:20,True,14
21412,2016-09-04 02:02:42,a3099895-34dd-47e8-9ed4-8b2ad5d4f394,1,8,2016-09-07 23:09:13,True,8
21416,2016-09-02 05:05:23,b7f6fe8c-8e10-409e-94fc-001c0546d13f,1,4,2016-09-14 21:58:55,False,4
21417,2016-09-05 20:08:43,b7f6fe8c-8e10-409e-94fc-001c0546d13f,2,8,2016-09-14 21:58:55,False,12
21418,2016-09-09 15:03:08,b7f6fe8c-8e10-409e-94fc-001c0546d13f,3,7,2016-09-14 21:58:55,False,19
21419,2016-09-11 03:03:10,b7f6fe8c-8e10-409e-94fc-001c0546d13f,4,2,2016-09-14 21:58:55,False,21
21420,2016-09-14 21:09:55,b7f6fe8c-8e10-409e-94fc-001c0546d13f,5,2,2016-09-14 21:58:55,True,23
21421,2016-09-02 08:08:34,49781632-3a2a-4e78-9329-a8cb6ee9e3bc,1,4,2016-09-14 04:42:02,False,4
21422,2016-09-04 17:05:52,49781632-3a2a-4e78-9329-a8cb6ee9e3bc,2,13,2016-09-14 04:42:02,False,17
21423,2016-09-07 10:10:15,49781632-3a2a-4e78-9329-a8cb6ee9e3bc,3,1,2016-09-14 04:42:02,False,18
21424,2016-09-11 06:06:57,49781632-3a2a-4e78-9329-a8cb6ee9e3bc,4,3,2016-09-14 04:42:02,False,21
21425,2016-09-14 04:04:02,49781632-3a2a-4e78-9329-a8cb6ee9e3bc,5,9,2016-09-14 04:42:02,True,30
21426,2016-09-03 07:07:12,12c2417f-32b4-40cd-8ded-3819f423a889,1,5,2016-09-04 09:10:27,False,5
21427,2016-09-04 09:09:27,12c2417f-32b4-40cd-8ded-3819f423a889,2,4,2016-09-04 09:10:27,True,9
21438,2016-09-02 18:06:21,011f5ca8-66fa-4cee-b418-9b767e7f967c,1,4,2016-09-07 15:59:46,False,4
21439,2016-09-04 12:12:31,011f5ca8-66fa-4cee-b418-9b767e7f967c,2,1,2016-09-07 15:59:46,False,5
21440,2016-09-07 15:03:46,011f5ca8-66fa-4cee-b418-9b767e7f967c,3,8,2016-09-07 15:59:46,True,13
21442,2016-09-04 19:07:53,03815fdd-8ee6-4a43-b613-d45b6b39a766,1,6,2016-09-06 18:17:06,False,6
21443,2016-09-06 18:06:06,03815fdd-8ee6-4a43-b613-d45b6b39a766,2,3,2016-09-06 18:17:06,True,9
21444,2016-09-03 02:02:16,e0d01f03-3492-41d5-aad5-e1623e6d163e,1,1,2016-09-10 15:53:51,False,1
21445,2016-09-06 17:05:05,e0d01f03-3492-41d5-aad5-e1623e6d163e,2,8,2016-09-10 15:53:51,False,9
